Library	Species	Species_strain	Species_scientific_name	Organ_detail	Organ_group	Developmental_stage	Stage_detail	Timepoint	Group	Sex	Filename	Used_library	Sequencing_runs	Total_number_reads	Total_number_aligned_reads	Percent_aligned_reads	Extraction_protocol	RQN	RIN	HDBR_ID
2741	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P42	6 weeks post birth	13	Rat.Kidney.13	Female	2741sTS.Rat.Kidney.6wpb.Female.sorted.bam	yes	OBIWAN 124 lane 8	33429258	33097575	99%	QIAgen RNeasy QIAzol	5.8		
2743	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P42	6 weeks post birth	13	Rat.Kidney.13	Male	2743sTS.Rat.Kidney.6wpb.Male.sorted.bam	yes	OBIWAN 124 lane 8	27514276	27213311	99%	QIAgen RNeasy QIAzol	6.3		
2856	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P42	6 weeks post birth	13	Rat.Kidney.13	Male	2856sTS.Rat.Kidney.6wpb.Male.sorted.bam	yes	WINDU 23 lane 2	27570406	27073242	98%	QIAgen RNeasy QIAzol	6.8		
2725	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P7	1 week post birth	12	Rat.Kidney.12	Female	2725sTS.Rat.Kidney.1wpb.Female.sorted.bam	yes	OBIWAN 123 lane 7	32363988	31856557	98%	QIAgen RNeasy QIAzol	8.5		
2733	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P7	1 week post birth	12	Rat.Kidney.12	Female	2733sTS.Rat.Kidney.1wpb.Female.sorted.bam	yes	OBIWAN 124 lane 8	34418026	33962901	99%	QIAgen RNeasy QIAzol	8.8		
2735	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P7	1 week post birth	12	Rat.Kidney.12	Male	2735sTS.Rat.Kidney.1wpb.Male.sorted.bam	yes	OBIWAN 124 lane 8	36870810	36454449	99%	QIAgen RNeasy QIAzol	9.0		
2737	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P7	1 week post birth	12	Rat.Kidney.12	Male	2737sTS.Rat.Kidney.1wpb.Male.sorted.bam	yes	OBIWAN 124 lane 8	37195058	36759710	99%	QIAgen RNeasy QIAzol	8.9		
4193	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e12	12 days	2	Rat.Liver.2	Male	4193sTS.Rat.Liver.12.Male.sorted.bam	yes	WINDU 18 lane 5 / WINDU 20 lane 7	30499910	29959369	98%	QIAgen RNeasy DTT	9.7		
4195	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e12	12 days	2	Rat.Liver.2	Male	4195sTS.Rat.Liver.12.Male.sorted.bam	yes	WINDU 18 lane 5 / WINDU 20 lane 7	30607577	30186237	99%	QIAgen RNeasy DTT	10.0		
4202	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e12	12 days	2	Rat.Liver.2	Female	4202sTS.Rat.Liver.12.Female.sorted.bam	yes	WINDU 15 lane 3	60487786	59574914	98%	QIAgen RNeasy DTT	10.0		
4260	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e12	12 days	2	Rat.Liver.2	Female	4260sTS.Rat.Liver.12.Female.sorted.bam	yes	OBIWAN 124 lane 5	27905959	27564670	99%	QIAgen RNeasy DTT	9.3		
3515	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e13	13 days	3	Rat.Liver.3	Female	3515sTS.Rat.Liver.13.Female.sorted.bam	yes	OBIWAN 98 lane 5	28740940	28373387	99%	QIAgen RNeasy DTT	9.9		
3522	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e13	13 days	3	Rat.Liver.3	Male	3522sTS.Rat.Liver.13.Male.sorted.bam	yes	WINDU 4 lane 7	22361949	22161433	99%	QIAgen RNeasy DTT	9.5		
3546	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e13	13 days	3	Rat.Liver.3	Female	3546sTS.Rat.Liver.13.Female.sorted.bam	yes	WINDU 2 lane 8/VADER 188 lane 1	27608973	27277765	99%	QIAgen RNeasy DTT	9.7		
3580	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e13	13 days	3	Rat.Liver.3	Male	3580sTS.Rat.Liver.13.Male.sorted.bam	yes	WINDU 4 lane 8	24312084	24076180	99%	QIAgen RNeasy DTT	9.1		
3540	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e14	14 days	3	Rat.Liver.3	Female	3540sTS.Rat.Liver.14.Female.sorted.bam	yes	WINDU 2 lane 8/VADER 188 lane 1	35313641	34919248	99%	QIAgen RNeasy DTT	9.8		
3549	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e14	14 days	3	Rat.Liver.3	Female	3549sTS.Rat.Liver.14.Female.sorted.bam	yes	WINDU 2 lane 8/VADER 188 lane 1	34380108	34001074	99%	QIAgen RNeasy DTT	9.1		
3553	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e14	14 days	3	Rat.Liver.3	Male	3553sTS.Rat.Liver.14.Male.sorted.bam	yes	WINDU 2 lane 8/VADER 188 lane 1	38777200	38314012	99%	QIAgen RNeasy DTT	9.3		
3557	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e14	14 days	3	Rat.Liver.3	Male	3557sTS.Rat.Liver.14.Male.sorted.bam	yes	WINDU 4 lane 7	31678139	31432710	99%	QIAgen RNeasy DTT	9.6		
2492	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e15	15 days	4	Rat.Liver.4	Female	2492sTS.Rat.Liver.15.Female.sorted.bam	yes	VADER 165 lane 2	44990427	43730079	97%	QIAgen RNeasy DTT	8.9		
2493	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e15	15 days	4	Rat.Liver.4	Female	2493sTS.Rat.Liver.15.Female.sorted.bam	yes	OBIWAN 91 lane 6	40069464	39092508	98%	QIAgen RNeasy DTT	9.9		
2550	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e15	15 days	4	Rat.Liver.4	Male	2550sTS.Rat.Liver.15.Male.sorted.bam	yes	VADER 165 lane 3	37499511	36517142	97%	QIAgen RNeasy DTT	10.0		
2551	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e15	15 days	4	Rat.Liver.4	Male	2551sTS.Rat.Liver.15.Male.sorted.bam	yes	OBIWAN 94 lane 6	37979558	37169331	98%	QIAgen RNeasy DTT	10.0		
2553	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e16	16 days	5	Rat.Liver.5	Female	2553sTS.Rat.Liver.16.Female.sorted.bam	yes	OBIWAN 94 lane 6	41847926	41156945	98%	QIAgen RNeasy DTT	10.0		
2554	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e16	16 days	5	Rat.Liver.5	Male	2554sTS.Rat.Liver.16.Male.sorted.bam	yes	VADER 165 lane 3	36955065	36356057	98%	QIAgen RNeasy DTT	10.0		
2555	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e16	16 days	5	Rat.Liver.5	Male	2555sTS.Rat.Liver.16.Male.sorted.bam	yes	OBIWAN 94 lane 6	49310192	48488795	98%	QIAgen RNeasy DTT	10.0		
3899	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e16	16 days	5	Rat.Liver.5	Female	3899sTS.Rat.Liver.16.Female.sorted.bam	yes	WINDU 2 lane 4	33608964	33056779	98%	QIAgen RNeasy DTT	9.3		
2371	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e17	17 days	6	Rat.Liver.6	Male	2371sTS.Rat.Liver.17.Male.sorted.bam	yes	VADER 161 lane 8	26885750	26462135	98%	QIAgen RNeasy QIAzol	6.8		
2516	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e17	17 days	6	Rat.Liver.6	Male	2516sTS.Rat.Liver.17.Male.sorted.bam	yes	VADER 175 lane 8	45167880	44226310	98%	QIAgen RNeasy QIAzol	9.9		
2517	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e17	17 days	6	Rat.Liver.6	Female	2517sTS.Rat.Liver.17.Female.sorted.bam	yes	VADER 165 lane 3	42327988	41467272	98%	QIAgen RNeasy DTT	10.0		
2518	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e17	17 days	6	Rat.Liver.6	Female	2518sTS.Rat.Liver.17.Female.sorted.bam	yes	VADER 175 lane 8	44260797	42990300	97%	QIAgen RNeasy DTT	9.9		
2389	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e18	18 days	7	Rat.Liver.7	Female	2389sTS.Rat.Liver.18.Female.sorted.bam	yes	VADER 164 lane 6	36029729	35279941	98%	QIAgen RNeasy QIAzol	6.0		
2390	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e18	18 days	7	Rat.Liver.7	Female	2390sTS.Rat.Liver.18.Female.sorted.bam	yes	VADER 164 lane 6	42332716	41160832	97%	QIAgen RNeasy QIAzol	6.1		
2519	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e18	18 days	7	Rat.Liver.7	Male	2519sTS.Rat.Liver.18.Male.sorted.bam	yes	VADER 165 lane 3	43953316	42695029	97%	QIAgen RNeasy DTT	10.0		
2520	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e18	18 days	7	Rat.Liver.7	Male	2520sTS.Rat.Liver.18.Male.sorted.bam	yes	VADER 175 lane 8	23902366	23275003	97%	QIAgen RNeasy DTT	10.0		
4035	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e19	19 days	8	Rat.Liver.8	Female	4035sTS.Rat.Liver.19.Female.sorted.bam	yes	WINDU 10 lane 7	35449111	35098180	99%	QIAgen RNeasy DTT	9.3		
4036	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e19	19 days	8	Rat.Liver.8	Male	4036sTS.Rat.Liver.19.Male.sorted.bam	yes	WINDU 10 lane 7	51227023	50681623	99%	QIAgen RNeasy DTT	9.5		
4037	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e19	19 days	8	Rat.Liver.8	Female	4037sTS.Rat.Liver.19.Female.sorted.bam	yes	WINDU 10 lane 7	53813824	53285691	99%	QIAgen RNeasy DTT	9.8		
4038	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e19	19 days	8	Rat.Liver.8	Male	4038sTS.Rat.Liver.19.Male.sorted.bam	yes	WINDU 10 lane 7	36425563	36081825	99%	QIAgen RNeasy DTT	9.3		
2693	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e20	20 days	9	Rat.Liver.9	Female	2693sTS.Rat.Liver.20.Female.sorted.bam	yes	VADER 162 lane 4	36514567	35834761	98%	QIAgen RNeasy QIAzol	9.7		
2694	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e20	20 days	9	Rat.Liver.9	Male	2694sTS.Rat.Liver.20.Male.sorted.bam	yes	VADER 162 lane 4	31354891	30856076	98%	QIAgen RNeasy DTT	5.6		
2701	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e20	20 days	9	Rat.Liver.9	Female	2701sTS.Rat.Liver.20.Female.sorted.bam	yes	VADER 165 lane 6	31156767	30511663	98%	QIAgen RNeasy QIAzol	8.9		
2703	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	e20	20 days	9	Rat.Liver.9	Male	2703sTS.Rat.Liver.20.Male.sorted.bam	yes	OBIWAN 94 lane 6	39166502	38347087	98%	QIAgen RNeasy QIAzol	9.5		
2558	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P0	0 days post birth	10	Rat.Liver.10	Male	2558sTS.Rat.Liver.0dpb.Male.sorted.bam	yes	VADER 162 lane 1	30546273	29990437	98%	QIAgen RNeasy DTT	9.3		
2559	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P0	0 days post birth	10	Rat.Liver.10	Male	2559sTS.Rat.Liver.0dpb.Male.sorted.bam	yes	OBIWAN 94 lane 6	41964331	41208633	98%	QIAgen RNeasy DTT	9.7		
2560	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P0	0 days post birth	10	Rat.Liver.10	Female	2560sTS.Rat.Liver.0dpb.Female.sorted.bam	yes	VADER 162 lane 2	31856787	31188681	98%	QIAgen RNeasy DTT	8.8		
5051	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P0	0 days post birth	10	Rat.Liver.10	Female	5051sTS.Rat.Liver.0dpb.Female.sorted.bam	yes	OBIWAN 142 lane 2	33054813	32694203	99%	QIAgen RNeasy DTT	8.8		
2351	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P112	16 weeks post birth	14	Rat.Liver.14	Female	2351sTS.Rat.Liver.16wpb.Female.sorted.bam	yes	VADER 161 lane 8	25871508	25578414	99%	QIAgen RNeasy QIAzol	8.1		
2355	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P112	16 weeks post birth	14	Rat.Liver.14	Female	2355sTS.Rat.Liver.16wpb.Female.sorted.bam	yes	OBIWAN 91 lane 4	40011322	39182412	98%	QIAgen RNeasy QIAzol	8.1		
2359	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P112	16 weeks post birth	14	Rat.Liver.14	Male	2359sTS.Rat.Liver.16wpb.Male.sorted.bam	yes	VADER 161 lane 8	29338454	28797558	98%	QIAgen RNeasy QIAzol	7.8		
2370	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P112	16 weeks post birth	14	Rat.Liver.14	Male	2370sTS.Rat.Liver.16wpb.Male.sorted.bam	yes	OBIWAN 91 lane 6	39698149	38927355	98%	QIAgen RNeasy QIAzol	7.9		
2525	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P14	2 weeks post birth	12	Rat.Liver.12	Female	2525sTS.Rat.Liver.2wpb.Female.sorted.bam	yes	VADER 162 lane 1	34090679	33439370	98%	QIAgen RNeasy DTT	9.5		
2526	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P14	2 weeks post birth	12	Rat.Liver.12	Female	2526sTS.Rat.Liver.2wpb.Female.sorted.bam	yes	VADER 175 lane 8	47316599	46275738	98%	QIAgen RNeasy DTT	9.3		
2527	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P14	2 weeks post birth	12	Rat.Liver.12	Male	2527sTS.Rat.Liver.2wpb.Male.sorted.bam	yes	VADER 162 lane 1	36790131	36056629	98%	QIAgen RNeasy DTT	9.5		
2759	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P14	2 weeks post birth	12	Rat.Liver.12	Male	2759sTS.Rat.Liver.2wpb.Male.sorted.bam	yes	OBIWAN 94 lane 6	36657274	35925775	98%	QIAgen RNeasy QIAzol	8.5		
4902	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P3	3 days post birth	11	Rat.Liver.11	Female	4902sTS.Rat.Liver.3dpb.Female.sorted.bam	yes	WINDU 32 lane 7	24878543	24578538	99%	QIAgen RNeasy DTT	9.5		
4908	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P3	3 days post birth	11	Rat.Liver.11	Male	4908sTS.Rat.Liver.3dpb.Male.sorted.bam	yes	WINDU 32 lane 8	43621953	42725955	98%	QIAgen RNeasy DTT	8.9		
4961	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P3	3 days post birth	11	Rat.Liver.11	Male	4961sTS.Rat.Liver.3dpb.Male.sorted.bam	yes	WINDU 33 lane 6	27944312	27646987	99%	QIAgen RNeasy DTT	9.7		
4967	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P3	3 days post birth	11	Rat.Liver.11	Female	4967sTS.Rat.Liver.3dpb.Female.sorted.bam	yes	WINDU 35 lane 4	30630098	30357266	99%	QIAgen RNeasy DTT	9.5		
1969	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P42	6 weeks post birth	13	Rat.Liver.13	Male	1969sTS.Rat.Liver.6wpb.Male.sorted.bam	yes	VADER 161 lane 7	30730476	30298001	99%	QIAgen RNeasy QIAzol	8.1		
1973	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P42	6 weeks post birth	13	Rat.Liver.13	Male	1973sTS.Rat.Liver.6wpb.Male.sorted.bam	yes	OBIWAN 88 lane 7	40753892	40055135	98%	QIAgen RNeasy QIAzol	8.0		
2287	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P42	6 weeks post birth	13	Rat.Liver.13	Female	2287sTS.Rat.Liver.6wpb.Female.sorted.bam	yes	VADER 161 lane 8	30634809	30159930	98%	QIAgen RNeasy QIAzol	8.1		
2366	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P42	6 weeks post birth	13	Rat.Liver.13	Female	2366sTS.Rat.Liver.6wpb.Female.sorted.bam	yes	OBIWAN 91 lane 6	45289331	44273921	98%	QIAgen RNeasy QIAzol	8.0		
2521	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P7	1 week post birth	12	Rat.Liver.12	Female	2521sTS.Rat.Liver.1wpb.Female.sorted.bam	yes	VADER 162 lane 1	35575035	34814613	98%	QIAgen RNeasy DTT	9.4		
2522	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P7	1 week post birth	12	Rat.Liver.12	Female	2522sTS.Rat.Liver.1wpb.Female.sorted.bam	yes	VADER 175 lane 8	38918632	38102441	98%	QIAgen RNeasy DTT	9.5		
2523	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P7	1 week post birth	12	Rat.Liver.12	Male	2523sTS.Rat.Liver.1wpb.Male.sorted.bam	yes	VADER 162 lane 1	36222271	35591285	98%	QIAgen RNeasy DTT	9.5		
2524	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Liver	Liver	P7	1 week post birth	12	Rat.Liver.12	Male	2524sTS.Rat.Liver.1wpb.Male.sorted.bam	yes	VADER 175 lane 8	32973347	32237160	98%	QIAgen RNeasy DTT	9.5		
4200	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e12	12 days	2	Rat.Ovary.2	Female	4200sTS.Rat.Ovary.12.Female.sorted.bam	yes	WINDU 18 lane 5 / WINDU 20 lane 7	35795345	35256654	98%	QIAgen RNeasy DTT	9.9		
4206	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e12	12 days	2	Rat.Ovary.2	Female	4206sTS.Rat.Ovary.12.Female.sorted.bam	yes	OBIWAN 124 lane 7 / WINDU 18 lane 6	53354821	52626372	99%	QIAgen RNeasy DTT	9.1		
3516	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e13	13 days	3	Rat.Ovary.3	Female	3516sTS.Rat.Ovary.13.Female.sorted.bam	yes	OBIWAN 98 lane 5	30332064	29742293	98%	QIAgen RNeasy DTT	9.7		
3529	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e13	13 days	3	Rat.Ovary.3	Female	3529sTS.Rat.Ovary.13.Female.sorted.bam	yes	WINDU 2 lane 8/VADER 188 lane 1	40231132	39628996	99%	QIAgen RNeasy DTT	9.5		
3541	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e14	14 days	3	Rat.Ovary.3	Female	3541sTS.Rat.Ovary.14.Female.sorted.bam	yes	VADER 188 lane 2 / WINDU 4 lane 2	40042574	39497273	99%	QIAgen RNeasy DTT	10.0		
3550	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e14	14 days	3	Rat.Ovary.3	Female	3550sTS.Rat.Ovary.14.Female.sorted.bam	yes	WINDU 2 lane 8/VADER 188 lane 1	38037595	37524638	99%	QIAgen RNeasy DTT	10.0		
3591	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e15	15 days	4	Rat.Ovary.4	Female	3591sTS.Rat.Ovary.15.Female.sorted.bam	yes	VADER 189 lane 1	24979593	24646726	99%	QIAgen RNeasy DTT	9.7		
2396	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e16	16 days	5	Rat.Ovary.5	Female	2396sTS.Rat.Ovary.16.Female.sorted.bam	yes	VADER 165 lane 1	31442803	30842198	98%	QIAgen RNeasy QIAzol	8.0		
3646	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e16	16 days	5	Rat.Ovary.5	Female	3646sTS.Rat.Ovary.16.Female.sorted.bam	yes	VADER 183 lane 8	28784492	28412763	99%	QIAgen RNeasy DTT	9.8		
2602	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e17	17 days	6	Rat.Ovary.6	Female	2602sTS.Rat.Ovary.17.Female.sorted.bam	yes	VADER 162 lane 2	35390209	34787142	98%	QIAgen RNeasy QIAzol	8.6		
2607	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e17	17 days	6	Rat.Ovary.6	Female	2607sTS.Rat.Ovary.17.Female.sorted.bam	yes	VADER 165 lane 4	24556794	23779877	97%	QIAgen RNeasy QIAzol	7.2		
2719	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e18	18 days	7	Rat.Ovary.7	Female	2719sTS.Rat.Ovary.18.Female.sorted.bam	yes	VADER 165 lane 6	33793105	33301494	99%	QIAgen RNeasy DTT	9.0		
5352	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e18	18 days	7	Rat.Ovary.7	Female	5352sTS.Rat.Ovary.18.Female.sorted.bam	yes	WINDU 65 lane 6	27409028	26772418	98%	QIAgen RNeasy DTT	9.2		
2712	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e19	19 days	8	Rat.Ovary.8	Female	2712sTS.Rat.Ovary.19.Female.sorted.bam	yes	VADER 162 lane 4	34534066	34007133	98%	QIAgen RNeasy DTT	8.8		
4034	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e19	19 days	8	Rat.Ovary.8	Female	4034sTS.Rat.Ovary.19.Female.sorted.bam	yes	WINDU 10 lane 7	29915214	29628356	99%	QIAgen RNeasy DTT	9.1		
2679	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e20	20 days	9	Rat.Ovary.9	Female	2679sTS.Rat.Ovary.20.Female.sorted.bam	yes	VADER 162 lane 4	34498628	34118726	99%	QIAgen RNeasy DTT	9.4		
2699	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	e20	20 days	9	Rat.Ovary.9	Female	2699sTS.Rat.Ovary.20.Female.sorted.bam	yes	VADER 165 lane 5	32749302	32144927	98%	QIAgen RNeasy QIAzol	9.2		
2183	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	P0	0 days post birth	10	Rat.Ovary.10	Female	2183sTS.Rat.Ovary.0dpb.Female.sorted.bam	yes	VADER 152 lane 8	25265682	24914706	99%	QIAgen RNeasy QIAzol	8.8		
2184	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	P0	0 days post birth	10	Rat.Ovary.10	Female	2184sTS.Rat.Ovary.0dpb.Female.sorted.bam	yes	OBIWAN 88 lane 8	39853833	39079875	98%	QIAgen RNeasy QIAzol	8.5		
2350	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	P112	16 weeks post birth	14	Rat.Ovary.14	Female	2350sTS.Rat.Ovary.16wpb.Female.sorted.bam	yes	VADER 153 lane 7	26352453	25288576	96%	QIAgen RNeasy QIAzol	8.7		
2354	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	P112	16 weeks post birth	14	Rat.Ovary.14	Female	2354sTS.Rat.Ovary.16wpb.Female.sorted.bam	yes	OBIWAN 91 lane 4	38914273	38227612	98%	QIAgen RNeasy QIAzol	8.5		
2338	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	P14	2 weeks post birth	12	Rat.Ovary.12	Female	2338sTS.Rat.Ovary.2wpb.Female.sorted.bam	yes	VADER 153 lane 6	33782929	32157245	95%	QIAgen RNeasy QIAzol	7.4		
2341	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	P14	2 weeks post birth	12	Rat.Ovary.12	Female	2341sTS.Rat.Ovary.2wpb.Female.sorted.bam	yes	VADER 171 lane 8	41442514	40666239	98%	QIAgen RNeasy QIAzol	7.3		
4903	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	P3	3 days post birth	11	Rat.Ovary.11	Female	4903sTS.Rat.Ovary.3dpb.Female.sorted.bam	yes	WINDU 32 lane 7	37440069	36981263	99%	QIAgen RNeasy DTT	9.8		
4969	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	P3	3 days post birth	11	Rat.Ovary.11	Female	4969sTS.Rat.Ovary.3dpb.Female.sorted.bam	yes	WINDU 35 lane 4	26682858	26430808	99%	QIAgen RNeasy DTT	10.0		
2286	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	P42	6 weeks post birth	13	Rat.Ovary.13	Female	2286sTS.Rat.Ovary.6wpb.Female.sorted.bam	yes	VADER 152 lane 8	25114374	24754055	99%	QIAgen RNeasy QIAzol	8.6		
2365	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	P42	6 weeks post birth	13	Rat.Ovary.13	Female	2365sTS.Rat.Ovary.6wpb.Female.sorted.bam	yes	OBIWAN 91 lane 5	37551622	36877595	98%	QIAgen RNeasy QIAzol	8.3		
2296	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	P7	1 week post birth	12	Rat.Ovary.12	Female	2296sTS.Rat.Ovary.1wpb.Female.sorted.bam	yes	VADER 153 lane 5	33623474	32381754	96%	QIAgen RNeasy QIAzol	8.4		
2300	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Ovary	Ovary	P7	1 week post birth	12	Rat.Ovary.12	Female	2300sTS.Rat.Ovary.1wpb.Female.sorted.bam	yes	VADER 171 lane 8	35647546	34815596	98%	QIAgen RNeasy QIAzol	8.6		
4176	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Testis	Testis	e12	12 days	2	Rat.Testis.2	Male	4176sTS.Rat.Testis.12.Male.sorted.bam	yes	WINDU 18 lane 4 / OBIWAN 121 lane 1	52867625	52171657	99%	QIAgen RNeasy DTT	9.4		
4180	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Testis	Testis	e12	12 days	2	Rat.Testis.2	Male	4180sTS.Rat.Testis.12.Male.sorted.bam	yes	WINDU 18 lane 5 / WINDU 20 lane 7	31483445	31025571	99%	QIAgen RNeasy DTT	10.0		
3523	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Testis	Testis	e13	13 days	3	Rat.Testis.3	Male	3523sTS.Rat.Testis.13.Male.sorted.bam	yes	VADER 188 lane 3	42726787	42136091	99%	QIAgen RNeasy DTT	9.8		
